MANDT,CARRID,CONNID,FLDATE,BOOKID,CUSTOMID,INSTNO,PAYMETH,AMOUNT,CURRENCY,ARCHIVE_
300,UA,3504,2010-10-22,00061581,00003526,0001,C,439.00,USD,
300,LH,0401,2011-07-08,00067137,00000906,0001,C,316.00,EUR,
300,DL,0106,2010-05-03,00000701,00003526,0001,C,305.00,USD,
300,DL,0106,2011-06-20,00026245,00002948,0001,C,305.00,USD,
300,LH,0401,2011-07-08,00067197,00004073,0001,C,316.00,EUR,
300,QF,0005,2010-08-06,00006912,00003526,0001,C,394.00,AUD,
300,DL,0106,2011-06-20,00026234,00003132,0001,C,305.00,USD,
300,LH,0401,2011-07-08,00067160,00003001,0001,C,316.00,EUR,
300,QF,0005,2011-05-27,00024852,00003526,0001,C,394.00,AUD,
300,DL,0106,2011-06-20,00026376,00003478,0001,C,305.00,USD,
300,LH,0401,2011-07-08,00067269,00000821,0001,C,316.00,EUR,
300,SQ,0002,2011-11-03,00020170,00003526,0001,C,1160.00,SGD,
300,DL,0106,2011-06-20,00026427,00002193,0001,C,305.00,USD,
300,LH,0401,2011-07-08,00067355,00000865,0001,C,316.00,EUR,
300,DL,0106,2011-06-20,00026334,00003277,0001,C,305.00,USD,
300,SQ,0015,2010-04-21,00022346,00003526,0001,C,1160.00,SGD,
300,LH,0401,2011-07-08,00067379,00003234,0001,C,316.00,EUR,
300,UA,0007,2011-09-03,00022252,00003526,0001,C,211.00,USD,
300,DL,0106,2011-06-20,00026536,00002450,0001,C,305.00,USD,
300,LH,0401,2011-07-08,00067089,00004406,0001,C,316.00,EUR,
300,QF,0005,2011-04-01,00021565,00003526,0001,C,394.00,AUD,
300,DL,0106,2011-06-20,00026310,00003602,0001,C,305.00,USD,
300,LH,0401,2011-07-08,00067229,00004446,0001,C,316.00,EUR,
300,UA,3504,2010-08-13,00057227,00003526,0001,C,439.00,USD,
300,DL,0106,2011-06-20,00026204,00001836,0001,C,305.00,USD,
300,LH,0401,2011-07-08,00067164,00002624,0001,C,316.00,EUR,
300,DL,1699,2011-08-22,00067793,00003526,0001,C,211.00,USD,
300,DL,0106,2011-06-20,00026275,00002534,0001,C,305.00,USD,
300,LH,0401,2011-07-08,00067124,00001391,0001,C,316.00,EUR,
300,AA,0064,2010-05-14,00066990,00003526,0001,C,211.00,USD,
300,DL,0106,2011-06-20,00026270,00000077,0001,C,305.00,USD,
300,LH,0401,2011-07-08,00067077,00001789,0001,C,316.00,EUR,
300,DL,0106,2011-06-20,00026269,00003642,0001,C,305.00,USD,
300,UA,3504,2011-01-21,00067600,00003526,0001,C,439.00,USD,
300,LH,0401,2011-07-08,00067383,00000608,0001,C,316.00,EUR,
300,DL,0106,2011-06-20,00026221,00004277,0001,C,305.00,USD,
300,AA,0064,2010-06-25,00068487,00003526,0001,C,211.00,USD,
300,LH,0401,2011-07-08,00067329,00002182,0001,C,316.00,EUR,
300,DL,0106,2011-06-20,00026517,00001210,0001,C,305.00,USD,
300,UA,3504,2010-11-05,00062704,00003526,0001,C,439.00,USD,
300,LH,0401,2011-07-15,00067633,00002230,0001,C,316.00,EUR,
300,DL,0106,2011-06-20,00026428,00003261,0001,C,305.00,USD,
300,DL,1699,2011-07-04,00064743,00003526,0001,C,211.00,USD,
300,LH,0401,2011-07-15,00067588,00003282,0001,C,316.00,EUR,
300,DL,0106,2011-06-20,00026434,00000780,0001,C,305.00,USD,
300,AA,0064,2011-04-22,00079181,00003526,0001,C,211.00,USD,
300,LH,0401,2011-07-15,00067706,00004422,0001,C,316.00,EUR,
300,DL,0106,2011-06-20,00026457,00003702,0001,C,305.00,USD,
300,UA,3504,2011-07-01,00077291,00003526,0001,C,439.00,USD,
300,LH,0401,2011-07-15,00067537,00001146,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00029039,00000640,0001,C,305.00,USD,
300,DL,1984,2010-08-02,00081757,00003526,0001,C,211.00,USD,
300,DL,0106,2011-08-01,00029155,00002330,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067811,00002800,0001,C,316.00,EUR,
300,AA,0064,2010-10-08,00072184,00003526,0001,C,211.00,USD,
300,DL,0106,2011-08-01,00028826,00004260,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067810,00003575,0001,C,316.00,EUR,
300,SQ,0066,2010-09-20,00069816,00003526,0001,C,164.00,SGD,
300,DL,0106,2011-08-01,00028811,00002570,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067844,00002419,0001,C,316.00,EUR,
300,DL,1984,2011-04-18,00097823,00003526,0001,C,211.00,USD,
300,DL,0106,2011-08-01,00028829,00000523,0001,C,305.00,USD,
300,UA,0941,2010-04-22,00027809,00003526,0001,C,439.00,USD,
300,LH,0401,2011-07-15,00067496,00003021,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00028844,00004269,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067562,00002937,0001,C,316.00,EUR,
300,AA,0017,2011-11-02,00035052,00003526,0001,C,211.00,USD,
300,DL,0106,2011-08-01,00029069,00002474,0001,C,305.00,USD,
300,AA,0017,2011-12-21,00036797,00003526,0001,C,422.00,USD,
300,LH,0401,2011-07-15,00067765,00004619,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00028838,00004541,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067721,00000994,0001,C,316.00,EUR,
300,UA,0941,2010-10-07,00033878,00003526,0001,C,439.00,USD,
300,DL,0106,2011-08-01,00028927,00001844,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067528,00000476,0001,C,316.00,EUR,
300,JL,0407,2010-11-05,00008854,00003526,0001,C,530.00,JPY,
300,DL,0106,2011-08-01,00029020,00001964,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067573,00000673,0001,C,316.00,EUR,
300,UA,0007,2011-04-02,00015115,00003526,0001,C,422.00,USD,
300,DL,0106,2011-08-01,00028817,00004156,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067691,00002086,0001,C,316.00,EUR,
300,UA,0007,2011-02-26,00013827,00003526,0001,C,211.00,USD,
300,DL,0106,2011-08-01,00029113,00000684,0001,C,305.00,USD,
300,DL,1984,2011-06-06,00100934,00003526,0001,C,211.00,USD,
300,LH,0401,2011-07-15,00067697,00003402,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00029140,00003698,0001,C,305.00,USD,
300,QF,0006,2011-05-04,00054726,00003526,0001,C,394.00,AUD,
300,LH,0401,2011-07-15,00067523,00001861,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00028909,00002699,0001,C,305.00,USD,
300,QF,0006,2011-06-22,00056759,00003526,0001,C,394.00,AUD,
300,LH,0401,2011-07-15,00067694,00002475,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00029018,00004590,0001,C,305.00,USD,
300,QF,0006,2011-04-06,00053529,00003526,0001,C,394.00,AUD,
300,LH,0401,2011-07-15,00067813,00003274,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00028931,00004521,0001,C,305.00,USD,
300,SQ,0015,2012-03-14,00060143,00003526,0001,C,3480.00,SGD,
300,LH,0401,2011-07-15,00067834,00000705,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00028979,00000583,0001,C,305.00,USD,
300,QF,0006,2011-09-28,00061134,00003526,0001,C,394.00,AUD,
300,LH,0401,2011-07-15,00067508,00003703,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00029176,00003140,0001,C,305.00,USD,
300,UA,3504,2010-10-08,00061022,00003526,0001,C,439.00,USD,
300,LH,0401,2011-07-15,00067703,00001207,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00028888,00003060,0001,C,305.00,USD,
300,UA,3504,2010-08-06,00057135,00003526,0001,C,439.00,USD,
300,LH,0401,2011-07-15,00067792,00000039,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00029090,00001085,0001,C,305.00,USD,
300,JL,0408,2011-10-01,00045875,00003526,0001,C,1061.00,JPY,
300,LH,0401,2011-07-15,00067861,00002018,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00029057,00003365,0001,C,305.00,USD,
300,SQ,0015,2011-02-02,00040070,00003526,0001,C,1160.00,SGD,
300,LH,0401,2011-07-15,00067826,00002929,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00029149,00003365,0001,C,305.00,USD,
300,UA,3516,2011-07-05,00116573,00003526,0001,C,305.00,USD,
300,DL,0106,2011-08-01,00029024,00004389,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067852,00004571,0001,C,316.00,EUR,
300,UA,3516,2011-07-05,00116642,00003526,0001,C,305.00,USD,
300,DL,0106,2011-08-01,00028912,00000933,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067579,00000930,0001,C,316.00,EUR,
300,UA,3516,2011-03-29,00110746,00003526,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067837,00004225,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00029189,00004128,0001,C,305.00,USD,
300,SQ,0067,2010-10-25,00110139,00003526,0001,C,164.00,SGD,
300,LH,0401,2011-07-15,00067603,00002628,0001,C,316.00,EUR,
300,DL,0106,2011-08-01,00029087,00000648,0001,C,305.00,USD,
300,SQ,0117,2010-06-21,00150651,00003526,0001,C,178.00,SGD,
300,DL,0106,2011-08-01,00028853,00000010,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067556,00000922,0001,C,316.00,EUR,
300,SQ,0067,2011-10-17,00132199,00003526,0001,C,164.00,SGD,
300,DL,0106,2010-07-12,00005002,00002960,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067702,00002054,0001,C,316.00,EUR,
300,SQ,0114,2010-11-01,00139778,00003526,0001,C,178.00,SGD,
300,DL,0106,2010-07-12,00005074,00004136,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067639,00001203,0001,C,316.00,EUR,
300,AA,0064,2011-05-06,00079765,00003526,0001,C,211.00,USD,
300,DL,0106,2010-07-12,00004964,00004485,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067790,00002178,0001,C,316.00,EUR,
300,AA,0064,2011-08-19,00083456,00003526,0001,C,211.00,USD,
300,DL,0106,2010-07-12,00005044,00001254,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067538,00000508,0001,C,316.00,EUR,
300,SQ,0066,2010-11-29,00074238,00003526,0001,C,164.00,SGD,
300,LH,0401,2011-07-15,00067684,00002736,0001,C,316.00,EUR,
300,DL,1984,2010-10-25,00087119,00003526,0001,C,211.00,USD,
300,UA,0941,2010-08-12,00031968,00003526,0001,C,439.00,USD,
300,LH,0401,2011-07-15,00067768,00002431,0001,C,316.00,EUR,
300,DL,0106,2010-07-12,00004991,00001816,0001,C,305.00,USD,
300,AA,0017,2011-05-18,00024477,00003526,0001,C,211.00,USD,
300,LH,0401,2011-07-15,00067637,00002431,0001,C,316.00,EUR,
300,DL,0106,2010-07-12,00005203,00001715,0001,C,305.00,USD,
300,UA,3504,2010-12-10,00064950,00003526,0001,C,439.00,USD,
300,LH,0401,2011-07-15,00067636,00002431,0001,C,316.00,EUR,
300,DL,0106,2010-07-12,00004937,00000744,0001,C,305.00,USD,
300,UA,3504,2010-10-29,00062339,00003526,0001,C,439.00,USD,
300,LH,0401,2011-07-15,00067522,00002242,0001,C,316.00,EUR,
300,DL,0106,2010-07-12,00005174,00000008,0001,C,305.00,USD,
300,UA,3516,2010-07-27,00095207,00003526,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067801,00004217,0001,C,316.00,EUR,
300,UA,3516,2010-07-06,00094204,00003526,0001,C,305.00,USD,
300,DL,0106,2010-07-12,00005186,00002137,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067612,00001423,0001,C,316.00,EUR,
300,DL,1984,2011-06-13,00101557,00003526,0001,C,211.00,USD,
300,DL,0106,2010-07-12,00005209,00001723,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067610,00003491,0001,C,316.00,EUR,
300,DL,1984,2011-02-28,00094770,00003526,0001,C,211.00,USD,
300,DL,0106,2010-07-12,00005000,00004269,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067529,00000155,0001,C,316.00,EUR,
300,SQ,0866,2010-07-01,00306035,00003526,0001,C,256.00,SGD,
300,DL,0106,2010-07-12,00004907,00004269,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067543,00004635,0001,C,316.00,EUR,
300,SQ,0866,2010-08-12,00308751,00003526,0001,C,256.00,SGD,
300,DL,0106,2010-07-12,00005059,00000371,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067741,00004631,0001,C,316.00,EUR,
300,SQ,0866,2011-11-03,00336621,00003526,0001,C,256.00,SGD,
300,DL,0106,2010-07-12,00004883,00001017,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067550,00003137,0001,C,316.00,EUR,
300,SQ,0866,2011-12-08,00337849,00003526,0001,C,256.00,SGD,
300,DL,0106,2010-07-12,00005132,00003277,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067549,00003137,0001,C,316.00,EUR,
300,DL,0106,2010-07-12,00005093,00004264,0001,C,305.00,USD,
300,SQ,0866,2011-09-15,00333550,00003526,0001,C,256.00,SGD,
300,LH,0401,2011-07-15,00067609,00002130,0001,C,316.00,EUR,
300,DL,0106,2010-07-12,00004912,00003963,0001,C,305.00,USD,
300,SQ,0866,2011-03-31,00322882,00003526,0001,C,769.00,SGD,
300,LH,0401,2011-07-15,00067816,00002612,0001,C,316.00,EUR,
300,DL,0106,2010-07-12,00005042,00003690,0001,C,305.00,USD,
300,SQ,0326,2011-05-13,00269933,00003526,0001,C,868.00,SGD,
300,DL,0106,2010-07-12,00004901,00004521,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067717,00002403,0001,C,316.00,EUR,
300,SQ,0863,2010-08-25,00284331,00003526,0001,C,256.00,SGD,
300,DL,0106,2010-07-12,00005081,00003470,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067511,00003057,0001,C,316.00,EUR,
300,SQ,0326,2011-04-15,00268558,00003526,0001,C,868.00,SGD,
300,DL,0106,2010-07-12,00004979,00002008,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067720,00001259,0001,C,316.00,EUR,
300,SQ,0326,2011-04-08,00268136,00003526,0001,C,868.00,SGD,
300,DL,0106,2010-07-12,00005168,00004610,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067540,00000140,0001,C,316.00,EUR,
300,SQ,0326,2011-10-14,00276577,00003526,0001,C,868.00,SGD,
300,DL,0106,2010-07-12,00004973,00000519,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067709,00003752,0001,C,316.00,EUR,
300,SQ,0326,2011-12-16,00278646,00003526,0001,C,868.00,SGD,
300,DL,0106,2010-07-12,00005098,00003454,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067546,00003370,0001,C,316.00,EUR,
300,SQ,0863,2011-10-26,00299448,00003526,0001,C,256.00,SGD,
300,DL,0106,2010-07-12,00005086,00000129,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067715,00001399,0001,C,316.00,EUR,
300,SQ,0863,2011-10-12,00298915,00003526,0001,C,256.00,SGD,
300,DL,0106,2010-07-12,00004997,00004128,0001,C,305.00,USD,
300,SQ,0326,2011-01-28,00265206,00003526,0001,C,868.00,SGD,
300,LH,0401,2011-07-15,00067736,00002262,0001,C,316.00,EUR,
300,DL,0106,2010-07-12,00004903,00000648,0001,C,305.00,USD,
300,SQ,0863,2011-11-09,00299961,00003526,0001,C,256.00,SGD,
300,LH,0401,2011-07-15,00067570,00002459,0001,C,316.00,EUR,
300,DL,0106,2010-08-09,00006706,00002021,0001,C,305.00,USD,
300,SQ,0863,2011-08-31,00297284,00003526,0001,C,512.00,SGD,
300,LH,0401,2011-07-15,00067808,00001580,0001,C,316.00,EUR,
300,DL,0106,2010-08-09,00006804,00000772,0001,C,305.00,USD,
300,SQ,0326,2011-02-11,00265681,00003526,0001,C,868.00,SGD,
300,LH,0401,2011-07-15,00067604,00001299,0001,C,316.00,EUR,
300,SQ,0866,2010-04-29,00301925,00003526,0001,C,512.00,SGD,
300,DL,0106,2010-08-09,00006665,00002900,0001,C,305.00,USD,
300,LH,0401,2011-07-15,00067640,00002692,0001,C,316.00,EUR,
300,DL,0106,2010-08-09,00006940,00002269,0001,C,305.00,USD,
300,SQ,0863,2011-01-05,00288931,00003526,0001,C,256.00,SGD,
300,DL,0106,2010-08-09,00006928,00004622,0001,C,305.00,USD,
300,SQ,0997,2010-12-10,00392529,00003526,0001,C,455.00,SGD,
300,SQ,0997,2010-11-26,00391771,00003526,0001,C,455.00,SGD,
300,DL,0106,2010-08-09,00006805,00002004,0001,C,305.00,USD,
300,SQ,0988,2012-03-01,00377541,00003526,0001,C,455.00,SGD,
300,SQ,0997,2011-08-19,00408272,00003526,0001,C,455.00,SGD,
300,SQ,0997,2012-01-06,00414861,00003526,0001,C,455.00,SGD,
300,SQ,0997,2012-01-13,00415007,00003526,0001,C,1365.00,SGD,
300,SQ,0988,2010-11-04,00351577,00003526,0001,C,455.00,SGD,
300,SQ,0988,2010-10-07,00349777,00003526,0001,C,455.00,SGD,
300,SQ,0988,2010-10-14,00350323,00003526,0001,C,455.00,SGD,
300,SQ,0988,2010-12-30,00355265,00003526,0001,C,455.00,SGD,
300,SQ,0988,2010-12-30,00355272,00003526,0001,C,455.00,SGD,
300,SQ,0988,2010-12-02,00353485,00003526,0001,C,455.00,SGD,
300,SQ,0988,2011-07-21,00367507,00003526,0001,C,910.00,SGD,
300,SQ,0988,2011-04-07,00361296,00003526,0001,C,455.00,SGD,
300,SQ,0988,2011-06-16,00365580,00003526,0001,C,455.00,SGD,
300,SQ,0117,2010-12-27,00157271,00003526,0001,C,178.00,SGD,
300,UA,3517,2011-08-08,00157521,00003526,0001,C,305.00,USD,
300,SQ,0117,2011-05-16,00162238,00003526,0001,C,178.00,SGD,
300,SQ,0117,2011-06-27,00163643,00003526,0001,C,357.00,SGD,
300,SQ,0117,2011-04-04,00160873,00003526,0001,C,178.00,SGD,
300,UA,3517,2012-03-05,00166354,00003526,0001,C,305.00,USD,
300,SQ,0117,2011-08-01,00164915,00003526,0001,C,178.00,SGD,
300,UA,3517,2012-02-06,00166042,00003526,0001,C,305.00,USD,
300,SQ,0158,2010-05-18,00171103,00003526,0001,C,742.00,SGD,
300,SQ,0067,2011-09-19,00130577,00003526,0001,C,164.00,SGD,
300,SQ,0067,2011-10-10,00131667,00003526,0001,C,164.00,SGD,
300,SQ,0325,2011-01-26,00231919,00003526,0001,C,868.00,SGD,
300,SQ,0325,2011-06-15,00240573,00003526,0001,C,868.00,SGD,
300,SQ,0325,2010-11-03,00226663,00003526,0001,C,868.00,SGD,
300,SQ,0325,2011-08-17,00244481,00003526,0001,C,868.00,SGD,
300,SQ,0325,2011-11-30,00250467,00003526,0001,C,1737.00,SGD,
300,SQ,0161,2010-06-08,00193777,00003526,0001,C,494.00,SGD,
300,SQ,0161,2010-12-07,00200434,00003526,0001,C,247.00,SGD,
300,SQ,0161,2011-01-18,00201991,00003526,0001,C,247.00,SGD,
300,SQ,0161,2011-01-11,00201778,00003526,0001,C,247.00,SGD,
300,SQ,0158,2011-06-14,00185307,00003526,0001,C,247.00,SGD,
300,SQ,0158,2011-09-06,00188127,00003526,0001,C,494.00,SGD,
300,SQ,0161,2011-05-24,00206446,00003526,0001,C,247.00,SGD,
300,SQ,0161,2011-02-08,00202625,00003526,0001,C,247.00,SGD,
300,DL,0106,2010-12-27,00015452,00003130,0001,C,274.00,USD,
300,AA,0017,2011-11-30,00036490,00003130,0001,C,190.00,USD,
300,UA,0941,2011-04-07,00040221,00003130,0001,C,791.00,USD,
300,UA,0007,2011-02-26,00013781,00003130,0001,C,190.00,USD,
300,JL,0407,2011-01-21,00012236,00003130,0001,C,477.00,JPY,
300,SQ,0015,2010-07-21,00027984,00003130,0001,C,1044.00,SGD,
300,JL,0407,2011-07-29,00020478,00003130,0001,C,477.00,JPY,
300,JL,0407,2011-06-17,00018587,00003130,0001,C,477.00,JPY,
300,SQ,0015,2010-10-20,00033356,00003130,0001,C,2088.00,SGD,
300,DL,0106,2011-04-18,00022356,00003130,0001,C,274.00,USD,
300,QF,0005,2010-07-09,00004940,00003130,0001,C,354.00,AUD,
300,SQ,0015,2011-05-04,00045957,00003130,0001,C,1044.00,SGD,
300,DL,1699,2010-09-20,00046551,00003130,0001,C,380.00,USD,
300,AA,0017,2011-08-17,00030196,00003130,0001,C,190.00,USD,
300,DL,1699,2010-09-13,00046364,00003130,0001,C,190.00,USD,
300,UA,0941,2010-07-29,00031273,00003130,0001,C,395.00,USD,
300,JL,0408,2010-05-08,00027653,00003130,0001,C,955.00,JPY,
300,DL,0106,2011-07-25,00028662,00003130,0001,C,274.00,USD,
300,JL,0408,2011-05-14,00041065,00003130,0001,C,477.00,JPY,
300,DL,0106,2011-11-14,00035697,00003130,0001,C,274.00,USD,
300,AA,0026,2010-08-11,00043840,00003130,0001,C,274.00,USD,
300,DL,1699,2010-07-26,00043433,00003130,0001,C,190.00,USD,
300,QF,0005,2011-10-07,00033145,00003130,0001,C,354.00,AUD,
300,AA,0026,2010-09-15,00045163,00003130,0001,C,549.00,USD,
300,AA,0026,2010-09-22,00045657,00003130,0001,C,274.00,USD,
300,UA,0941,2011-08-28,00045635,00003130,0001,C,395.00,USD,
300,SQ,0015,2011-03-09,00042092,00003130,0001,C,1044.00,SGD,
300,UA,0941,2010-10-07,00033794,00003130,0001,C,395.00,USD,
300,UA,3504,2010-11-12,00063236,00003130,0001,C,395.00,USD,
300,DL,0106,2010-12-06,00014304,00003130,0001,C,274.00,USD,
300,DL,0106,2010-12-27,00015276,00003130,0001,C,549.00,USD,
300,SQ,0002,2011-03-24,00012199,00003130,0001,C,1044.00,SGD,
300,UA,0007,2011-02-12,00013249,00003130,0001,C,190.00,USD,
300,AA,0026,2011-10-05,00062304,00003130,0001,C,274.00,USD,
300,DL,0106,2010-05-10,00001279,00003130,0001,C,274.00,USD,
300,DL,1699,2011-05-02,00060545,00003130,0001,C,190.00,USD,
300,DL,1699,2011-02-21,00056466,00003130,0001,C,190.00,USD,
300,UA,0007,2011-08-27,00021713,00003130,0001,C,190.00,USD,
300,DL,0106,2011-01-31,00017773,00003130,0001,C,274.00,USD,
300,AA,0026,2012-03-07,00065794,00003130,0001,C,274.00,USD,
300,SQ,0066,2010-06-28,00064549,00003130,0001,C,148.00,SGD,
300,UA,3504,2010-12-17,00065273,00003130,0001,C,395.00,USD,
300,DL,1984,2010-06-14,00078802,00003130,0001,C,190.00,USD,
300,DL,1984,2010-08-09,00082204,00003130,0001,C,190.00,USD,
300,UA,3504,2011-09-09,00082278,00003130,0001,C,395.00,USD,
300,DL,1984,2010-08-16,00082835,00003130,0001,C,190.00,USD,
300,AA,0064,2011-05-13,00080063,00003130,0001,C,190.00,USD,
300,SQ,0066,2010-12-13,00074828,00003130,0001,C,444.00,SGD,
300,UA,3504,2011-05-06,00073997,00003130,0001,C,395.00,USD,
300,DL,1699,2011-12-05,00073754,00003130,0001,C,190.00,USD,
300,UA,0007,2011-11-12,00025806,00003130,0001,C,190.00,USD,
300,SQ,0002,2012-02-23,00021735,00003130,0001,C,1044.00,SGD,
300,AA,0017,2011-08-03,00029318,00003130,0001,C,190.00,USD,
300,JL,0408,2010-10-09,00033318,00003130,0001,C,477.00,JPY,
300,AA,0017,2010-08-11,00007022,00003130,0001,C,190.00,USD,
300,UA,0007,2010-11-20,00009399,00003130,0001,C,190.00,USD,
300,JL,0407,2010-05-21,00001384,00003130,0001,C,477.00,JPY,
300,AA,0017,2010-06-30,00004570,00003130,0001,C,190.00,USD,
300,SQ,0002,2011-07-14,00016046,00003130,0001,C,1044.00,SGD,
300,UA,0007,2010-12-04,00010010,00003130,0001,C,190.00,USD,
300,AA,0017,2010-11-24,00013585,00003130,0001,C,190.00,USD,
300,AA,0026,2011-06-01,00056767,00003130,0001,C,274.00,USD,
300,SQ,0067,2010-05-17,00100224,00003130,0001,C,148.00,SGD,
300,SQ,0015,2011-11-02,00057026,00003130,0001,C,1044.00,SGD,
300,UA,3516,2011-02-15,00107730,00003130,0001,C,549.00,USD,
300,DL,1984,2011-09-05,00106374,00003130,0001,C,380.00,USD,
300,SQ,0067,2011-02-14,00116961,00003130,0001,C,148.00,SGD,
300,SQ,0067,2010-09-20,00107643,00003130,0001,C,296.00,SGD,
300,DL,1984,2011-09-19,00107337,00003130,0001,C,190.00,USD,
300,UA,3516,2010-12-14,00104189,00003130,0001,C,274.00,USD,
300,UA,3516,2011-11-08,00125482,00003130,0001,C,274.00,USD,
300,AA,0064,2011-04-22,00079220,00003130,0001,C,190.00,USD,
300,UA,3504,2011-05-20,00074818,00003130,0001,C,395.00,USD,
300,SQ,0066,2011-02-07,00078553,00003130,0001,C,148.00,SGD,
300,UA,3516,2010-04-27,00089675,00003130,0001,C,274.00,USD,
300,AA,0026,2011-01-12,00050483,00003130,0001,C,274.00,USD,
300,AA,0026,2011-02-23,00052339,00003130,0001,C,274.00,USD,
300,AA,0026,2010-11-03,00047486,00003130,0001,C,274.00,USD,
300,DL,1699,2011-09-26,00069679,00003130,0001,C,380.00,USD,
300,DL,1699,2011-10-10,00070700,00003130,0001,C,190.00,USD,
300,DL,1984,2011-03-28,00096445,00003130,0001,C,570.00,USD,
300,SQ,0066,2012-03-19,00098298,00003130,0001,C,296.00,SGD,
300,DL,1984,2011-05-09,00099099,00003130,0001,C,190.00,USD,
300,SQ,0866,2010-07-08,00306645,00003130,0001,C,230.00,SGD,
300,SQ,0866,2010-06-24,00305541,00003130,0001,C,230.00,SGD,
300,SQ,0866,2010-12-23,00316835,00003130,0001,C,230.00,SGD,
300,SQ,0326,2010-11-19,00261936,00003130,0001,C,781.00,SGD,
300,SQ,0866,2010-08-26,00309721,00003130,0001,C,230.00,SGD,
300,SQ,0866,2011-07-14,00329541,00003130,0001,C,230.00,SGD,
300,SQ,0866,2011-05-05,00325013,00003130,0001,C,461.00,SGD,
300,SQ,0863,2010-09-22,00285323,00003130,0001,C,230.00,SGD,
300,SQ,0326,2011-07-29,00273127,00003130,0001,C,781.00,SGD,
300,SQ,0863,2010-04-28,00280034,00003130,0001,C,230.00,SGD,
300,SQ,0326,2011-01-28,00265146,00003130,0001,C,781.00,SGD,
300,SQ,0863,2011-11-02,00299727,00003130,0001,C,230.00,SGD,
300,SQ,0863,2011-03-09,00291137,00003130,0001,C,230.00,SGD,
300,SQ,0863,2011-06-08,00294337,00003130,0001,C,230.00,SGD,
300,SQ,0863,2011-05-18,00293589,00003130,0001,C,230.00,SGD,
300,SQ,0997,2010-09-10,00387077,00003130,0001,C,409.00,SGD,
300,SQ,0997,2011-01-21,00395307,00003130,0001,C,409.00,SGD,
300,SQ,0997,2010-11-26,00391820,00003130,0001,C,409.00,SGD,
300,SQ,0997,2010-04-30,00378858,00003130,0001,C,409.00,SGD,
300,SQ,0997,2010-08-06,00384793,00003130,0001,C,409.00,SGD,
300,SQ,0997,2010-09-03,00386588,00003130,0001,C,409.00,SGD,
300,SQ,0997,2010-07-02,00382606,00003130,0001,C,409.00,SGD,
300,SQ,0997,2010-07-09,00383166,00003130,0001,C,409.00,SGD,
300,SQ,0997,2011-09-30,00410691,00003130,0001,C,409.00,SGD,
300,SQ,0997,2012-01-06,00414846,00003130,0001,C,409.00,SGD,
300,SQ,0997,2011-05-27,00403007,00003130,0001,C,409.00,SGD,
300,SQ,0988,2011-01-20,00356570,00003130,0001,C,409.00,SGD,
300,SQ,0988,2010-12-23,00354664,00003130,0001,C,409.00,SGD,
300,SQ,0988,2011-08-25,00369729,00003130,0001,C,1228.00,SGD,
