MANDT,CARRID,CONNID,FLDATE,BOOKID,CUSTOMID,TICKET,PLACE,ARCHIVE_
300,QF,5,2012-04-06,37784,3904,O,AIRPORT,
300,DL,1699,2010-05-10,38603,3904,O,AIRPORT,
300,QF,6,2010-04-21,38164,3904,O,AIRPORT,
300,AZ,555,2011-12-14,36551,3904,O,AIRPORT,
300,LH,400,2011-11-12,36587,3904,O,AIRPORT,
300,AZ,555,2012-02-08,37182,3904,O,AIRPORT,
300,AZ,788,2010-06-08,40871,3904,O,AIRPORT,
300,UA,941,2011-04-07,40405,3904,O,AIRPORT,
300,UA,7,2010-07-24,4148,3904,O,AIRPORT,
300,QF,6,2010-06-02,39926,3904,O,AIRPORT,
300,LH,401,2011-03-25,60844,3904,O,AIRPORT,
300,DL,1699,2011-03-14,57487,3904,O,AIRPORT,
300,AZ,788,2011-03-22,59126,3904,O,AIRPORT,
300,AZ,788,2011-03-15,58396,3904,O,AIRPORT,
300,QF,6,2011-12-07,63748,3904,O,AIRPORT,
300,QF,6,2011-10-05,61557,3904,O,AIRPORT,
300,LH,401,2011-05-06,63149,3904,O,AIRPORT,
300,QF,6,2011-02-16,51365,3904,O,AIRPORT,
300,AA,26,2011-02-09,51814,3904,O,AIRPORT,
300,QF,6,2011-03-23,52715,3904,O,AIRPORT,
300,QF,6,2011-03-02,51926,3904,O,AIRPORT,
300,DL,1699,2010-11-08,49868,3904,O,AIRPORT,
300,AZ,788,2011-01-25,55519,3904,O,AIRPORT,
300,DL,1699,2011-02-14,55904,3904,O,AIRPORT,
300,QF,6,2011-06-08,56229,3904,O,AIRPORT,
300,AZ,788,2011-02-08,56441,3904,O,AIRPORT,
300,AZ,788,2011-01-18,54961,3904,O,AIRPORT,
300,AZ,788,2011-09-13,69794,3904,O,AIRPORT,
300,DL,1699,2011-09-12,69043,3904,O,AIRPORT,
300,DL,1699,2011-09-19,69265,3904,O,AIRPORT,
300,AA,26,2012-04-11,66041,3904,O,AIRPORT,
300,UA,3504,2010-12-17,65131,3904,O,AIRPORT,
300,AZ,788,2011-08-09,67524,3904,O,AIRPORT,
300,AA,64,2010-05-21,67145,3904,O,AIRPORT,
300,AZ,788,2012-02-21,75395,3904,O,AIRPORT,
300,LH,401,2011-10-14,74261,3904,O,AIRPORT,
300,DL,1699,2012-02-13,74733,3904,O,AIRPORT,
300,DL,1699,2012-02-13,74732,3904,O,AIRPORT,
300,LH,401,2011-12-30,77485,3904,O,AIRPORT,
300,LH,401,2011-11-18,76480,3904,O,AIRPORT,
300,DL,1699,2011-10-24,71521,3904,O,AIRPORT,
300,DL,1699,2011-10-24,71712,3904,O,AIRPORT,
300,UA,3504,2011-03-11,70356,3904,O,AIRPORT,
300,AA,64,2010-11-19,73701,3904,O,AIRPORT,
300,AA,64,2010-10-29,72999,3904,O,AIRPORT,
300,DL,1984,2010-08-09,82170,3904,O,AIRPORT,
300,AZ,789,2010-07-14,81572,3904,O,AIRPORT,
300,LH,402,2010-06-28,83455,3904,O,AIRPORT,
300,AA,64,2011-08-12,83132,3904,O,AIRPORT,
300,LH,401,2012-03-09,78917,3904,O,AIRPORT,
300,UA,3504,2011-07-22,78559,3904,O,AIRPORT,
300,LH,401,2012-04-06,79189,3904,O,AIRPORT,
300,AZ,789,2010-06-09,79054,3904,O,AIRPORT,
300,LH,402,2010-05-10,80476,3904,O,AIRPORT,
300,AA,64,2011-05-06,79645,3904,O,AIRPORT,
300,LH,402,2010-05-03,79743,3904,O,AIRPORT,
300,AZ,789,2011-11-23,112113,3904,O,AIRPORT,
300,LH,402,2011-10-03,112773,3904,O,AIRPORT,
300,DL,1984,2011-08-22,105757,3904,O,AIRPORT,
300,UA,3516,2010-12-28,105009,3904,O,AIRPORT,
300,UA,3516,2010-10-26,100807,3904,O,AIRPORT,
300,AZ,789,2011-05-25,100901,3904,O,AIRPORT,
300,AZ,789,2011-05-18,100432,3904,O,AIRPORT,
300,LH,402,2011-08-29,110475,3904,O,AIRPORT,
300,LH,402,2011-09-05,110628,3904,O,AIRPORT,
300,AZ,789,2011-10-05,109411,3904,O,AIRPORT,
300,UA,3516,2011-04-12,111554,3904,O,AIRPORT,
300,AZ,789,2011-11-16,111711,3904,O,AIRPORT,
300,LH,402,2011-07-11,106881,3904,O,AIRPORT,
300,DL,1984,2011-10-17,109062,3904,O,AIRPORT,
300,AZ,789,2011-09-14,108092,3904,O,AIRPORT,
300,AZ,789,2011-09-21,108306,3904,O,AIRPORT,
300,AZ,789,2010-12-01,90268,3904,O,AIRPORT,
300,LH,402,2010-10-25,90856,3904,O,AIRPORT,
300,AZ,789,2011-01-19,93284,3904,O,AIRPORT,
300,AZ,789,2011-01-12,92737,3904,O,AIRPORT,
300,LH,402,2010-11-15,91860,3904,O,AIRPORT,
300,DL,1984,2011-01-17,92327,3904,O,AIRPORT,
300,DL,1984,2011-01-10,92043,3904,O,AIRPORT,
300,LH,402,2011-03-21,99909,3904,O,AIRPORT,
300,UA,3516,2010-07-13,94457,3904,O,AIRPORT,
300,DL,1984,2011-02-21,94646,3904,O,AIRPORT,
300,AZ,789,2011-02-23,95289,3904,O,AIRPORT,
300,AZ,789,2011-04-13,98374,3904,O,AIRPORT,
300,LH,402,2011-01-31,96748,3904,O,AIRPORT,
300,LH,454,2010-12-04,127729,3904,O,AIRPORT,
300,AZ,790,2011-01-19,126323,3904,O,AIRPORT,
300,UA,3516,2011-06-28,116095,3904,O,AIRPORT,
300,UA,3516,2011-05-17,113498,3904,O,AIRPORT,
300,LH,402,2011-10-24,114128,3904,O,AIRPORT,
300,LH,454,2010-07-10,121187,3904,O,AIRPORT,
300,LH,454,2010-07-10,121182,3904,O,AIRPORT,
300,LH,454,2010-05-01,118208,3904,O,AIRPORT,
300,LH,454,2010-05-01,118260,3904,O,AIRPORT,
300,UA,3517,2011-06-06,153730,3904,O,AIRPORT,
300,UA,3517,2011-02-28,147620,3904,O,AIRPORT,
300,AZ,791,2010-10-28,148209,3904,O,AIRPORT,
300,UA,3517,2011-02-14,146648,3904,O,AIRPORT,
300,LH,455,2010-07-26,149212,3904,O,AIRPORT,
300,LH,455,2011-05-09,159444,3904,O,AIRPORT,
300,LH,455,2011-05-16,159469,3904,O,AIRPORT,
300,AZ,791,2011-06-16,156443,3904,O,AIRPORT,
300,AZ,791,2011-08-25,158869,3904,O,AIRPORT,
300,AZ,791,2011-07-07,157077,3904,O,AIRPORT,
300,LH,455,2011-03-21,157564,3904,O,AIRPORT,
300,UA,3517,2010-07-26,134267,3904,O,AIRPORT,
300,LH,454,2011-07-16,137681,3904,O,AIRPORT,
300,UA,3517,2010-06-07,131308,3904,O,AIRPORT,
300,UA,3517,2010-06-21,131963,3904,O,AIRPORT,
300,AZ,790,2011-05-18,131693,3904,O,AIRPORT,
300,AZ,790,2011-04-27,130803,3904,O,AIRPORT,
300,UA,3517,2011-01-03,144355,3904,O,AIRPORT,
300,LH,455,2010-05-03,146223,3904,O,AIRPORT,
300,LH,454,2011-08-13,139086,3904,O,AIRPORT,
300,AZ,790,2011-10-26,138878,3904,O,AIRPORT,
300,UA,3517,2012-03-26,166463,3904,O,AIRPORT,
300,LH,455,2011-09-26,164450,3904,O,AIRPORT,
300,LH,2462,2011-10-28,265993,3904,O,AIRPORT,
300,LH,2462,2012-02-24,267635,3904,O,AIRPORT,
300,LH,2462,2011-02-25,256581,3904,O,AIRPORT,
300,LH,2462,2011-04-22,258742,3904,O,AIRPORT,
300,LH,2462,2011-05-06,259259,3904,O,AIRPORT,
300,LH,2463,2010-10-09,274027,3904,O,AIRPORT,
300,LH,2436,2010-12-04,237160,3904,O,AIRPORT,
300,LH,2415,2011-07-15,227083,3904,O,AIRPORT,
300,LH,2462,2010-09-03,250388,3904,O,AIRPORT,
300,LH,3577,2011-08-27,308339,3904,O,AIRPORT,
300,LH,3577,2011-01-29,300961,3904,O,AIRPORT,
300,LH,3577,2011-01-08,300084,3904,O,AIRPORT,
300,LH,2407,2010-10-23,197412,3904,O,AIRPORT,
300,LH,2407,2011-04-30,204032,3904,O,AIRPORT,
300,LH,2415,2011-03-18,223404,3904,O,AIRPORT,
300,LH,2415,2011-03-04,222897,3904,O,AIRPORT,
300,LH,2407,2011-09-24,209663,3904,O,AIRPORT,
300,LH,2407,2011-11-05,211289,3904,O,AIRPORT,
300,LH,2407,2011-10-22,210777,3904,O,AIRPORT,
300,LH,2407,2011-10-22,210924,3904,O,AIRPORT,
300,LH,2407,2011-11-26,211973,3904,O,AIRPORT,
300,LH,2402,2011-04-09,180667,3904,O,AIRPORT,
300,LH,2402,2011-05-14,181956,3904,O,AIRPORT,
300,LH,2402,2011-09-24,187160,3904,O,AIRPORT,
300,LH,2402,2010-12-11,176428,3904,O,AIRPORT,
300,LH,2402,2010-11-13,175526,3904,O,AIRPORT,
300,LH,2402,2010-10-23,174768,3904,O,AIRPORT,
300,LH,2402,2010-10-30,175085,3904,O,AIRPORT,
300,QF,5,2011-02-25,19460,3894,O,AIRPORT,
300,UA,7,2011-08-27,21701,3894,O,AIRPORT,
300,AA,17,2011-01-26,17800,3894,O,AIRPORT,
300,UA,7,2011-05-28,17772,3894,O,AIRPORT,
300,DL,106,2011-02-21,18761,3894,O,AIRPORT,
300,UA,7,2010-06-05,1906,3894,O,AIRPORT,
300,QF,5,2011-02-04,18183,3894,O,AIRPORT,
300,UA,7,2010-08-28,5637,3894,O,AIRPORT,
300,JL,407,2011-06-17,18576,3894,O,AIRPORT,
300,AA,26,2010-12-01,48614,3894,O,AIRPORT,
300,AA,17,2011-05-18,24542,3894,O,AIRPORT,
300,QF,6,2010-11-17,47420,3894,O,AIRPORT,
300,LH,400,2011-04-02,21799,3894,O,AIRPORT,
300,LH,400,2011-05-07,23744,3894,O,AIRPORT,
300,UA,7,2011-10-08,24123,3894,O,AIRPORT,
300,AA,17,2011-05-11,24205,3894,O,AIRPORT,
300,AA,17,2011-04-27,23248,3894,O,AIRPORT,
300,UA,7,2011-09-28,23554,3894,O,AIRPORT,
300,AZ,555,2010-08-04,6834,3894,O,AIRPORT,
300,JL,407,2010-10-01,7382,3894,O,AIRPORT,
300,DL,106,2010-10-18,11160,3894,O,AIRPORT,
300,AA,17,2010-08-25,8137,3894,O,AIRPORT,
300,JL,407,2010-11-05,8930,3894,O,AIRPORT,
300,LH,400,2010-09-04,8498,3894,O,AIRPORT,
300,UA,7,2010-10-30,8422,3894,O,AIRPORT,
300,DL,106,2010-05-17,1512,3894,O,AIRPORT,
300,DL,106,2010-07-26,5943,3894,O,AIRPORT,
300,AZ,555,2010-12-22,15433,3894,O,AIRPORT,
300,JL,407,2011-04-29,16627,3894,O,AIRPORT,
300,DL,106,2011-01-03,15744,3894,O,AIRPORT,
300,QF,5,2010-12-24,15506,3894,O,AIRPORT,
300,JL,407,2011-04-15,15814,3894,O,AIRPORT,
300,DL,106,2010-11-08,12547,3894,O,AIRPORT,
300,AZ,555,2010-11-03,12607,3894,O,AIRPORT,
300,DL,106,2010-07-26,6089,3894,O,AIRPORT,
300,UA,7,2011-02-26,13584,3894,O,AIRPORT,
300,JL,408,2010-09-18,32624,3894,O,AIRPORT,
300,AA,17,2011-09-28,32608,3894,O,AIRPORT,
300,JL,408,2010-09-25,32743,3894,O,AIRPORT,
300,QF,5,2011-09-09,31714,3894,O,AIRPORT,
300,AZ,555,2011-10-12,33955,3894,O,AIRPORT,
300,QF,5,2011-10-28,34533,3894,O,AIRPORT,
300,JL,407,2012-03-23,26978,3894,O,AIRPORT,
300,LH,400,2011-07-09,27618,3894,O,AIRPORT,
300,UA,941,2010-04-29,28144,3894,O,AIRPORT,
300,QF,6,2010-08-18,43204,3894,O,AIRPORT,
300,LH,401,2010-07-02,44025,3894,O,AIRPORT,
300,AZ,788,2010-07-20,43704,3894,O,AIRPORT,
300,AZ,788,2010-07-27,43930,3894,O,AIRPORT,
300,JL,408,2011-06-11,41996,3894,O,AIRPORT,
300,JL,408,2011-06-11,42046,3894,O,AIRPORT,
300,AZ,788,2010-06-22,42117,3894,O,AIRPORT,
300,AZ,788,2010-06-22,41863,3894,O,AIRPORT,
300,QF,6,2010-10-20,46054,3894,O,AIRPORT,
300,AZ,788,2010-07-27,44296,3894,O,AIRPORT,
300,AZ,555,2010-06-30,4436,3894,O,AIRPORT,
300,AZ,788,2010-08-03,44598,3894,O,AIRPORT,
300,JL,408,2011-09-17,45451,3894,O,AIRPORT,
300,LH,401,2010-07-23,45455,3894,O,AIRPORT,
300,DL,1699,2010-05-03,38164,3894,O,AIRPORT,
300,LH,400,2012-01-07,38323,3894,O,AIRPORT,
300,AZ,555,2011-11-16,36177,3894,O,AIRPORT,
300,DL,106,2011-12-19,36311,3894,O,AIRPORT,
300,JL,408,2011-01-22,37070,3894,O,AIRPORT,
300,AA,26,2010-06-09,40877,3894,O,AIRPORT,
300,AA,26,2010-05-26,40436,3894,O,AIRPORT,
300,JL,408,2011-04-30,40419,3894,O,AIRPORT,
300,LH,401,2011-03-11,59878,3894,O,AIRPORT,
300,AZ,788,2011-03-29,59324,3894,O,AIRPORT,
300,LH,401,2011-03-11,59649,3894,O,AIRPORT,
300,LH,401,2011-03-04,59543,3894,O,AIRPORT,
300,QF,6,2011-09-14,60471,3894,O,AIRPORT,
300,AA,26,2011-06-15,57216,3894,O,AIRPORT,
300,UA,3504,2010-12-03,64232,3894,O,AIRPORT,
300,AZ,555,2010-04-28,834,3894,O,AIRPORT,
300,LH,401,2011-05-27,64746,3894,O,AIRPORT,
300,DL,1699,2011-05-16,61694,3894,O,AIRPORT,
300,DL,1699,2011-05-30,62489,3894,O,AIRPORT,
300,QF,6,2011-02-23,51558,3894,O,AIRPORT,
300,AA,26,2011-02-09,51765,3894,O,AIRPORT,
300,UA,3504,2010-05-28,52559,3894,O,AIRPORT,
300,QF,6,2011-03-23,52719,3894,O,AIRPORT,
300,QF,5,2010-04-23,385,3894,O,AIRPORT,
300,QF,6,2011-01-26,50317,3894,O,AIRPORT,
300,LH,401,2010-10-01,49802,3894,O,AIRPORT,
300,AA,26,2011-01-05,50300,3894,O,AIRPORT,
300,AZ,788,2011-02-01,55878,3894,O,AIRPORT,
300,LH,401,2011-01-21,56732,3894,O,AIRPORT,
300,DL,1699,2011-01-03,53144,3894,O,AIRPORT,
300,AA,26,2011-04-20,54880,3894,O,AIRPORT,
300,DL,1699,2011-01-24,54748,3894,O,AIRPORT,
300,QF,6,2011-04-20,53975,3894,O,AIRPORT,
300,DL,1699,2011-01-17,54245,3894,O,AIRPORT,
300,DL,1699,2011-01-17,54226,3894,O,AIRPORT,
300,LH,401,2011-08-19,69660,3894,O,AIRPORT,
300,AZ,788,2011-09-06,69328,3894,O,AIRPORT,
300,AZ,788,2011-09-20,70191,3894,O,AIRPORT,
300,AZ,788,2011-09-06,69391,3894,O,AIRPORT,
300,AA,26,2012-03-14,65891,3894,O,AIRPORT,
300,AZ,788,2011-07-19,66483,3894,O,AIRPORT,
300,AZ,788,2011-07-26,66684,3894,O,AIRPORT,
300,UA,3504,2011-01-21,67339,3894,O,AIRPORT,
300,UA,3504,2011-10-21,85275,3894,O,AIRPORT,
300,AA,64,2010-12-31,75141,3894,O,AIRPORT,
300,UA,3504,2011-05-27,75410,3894,O,AIRPORT,
300,LH,401,2011-12-09,77065,3894,O,AIRPORT,
300,AA,64,2010-08-20,70384,3894,O,AIRPORT,
300,DL,1984,2010-07-26,81285,3894,O,AIRPORT,
300,DL,1984,2010-06-14,78886,3894,O,AIRPORT,
300,LH,401,2012-03-02,78871,3894,O,AIRPORT,
300,UA,3504,2011-07-29,79081,3894,O,AIRPORT,
300,AA,64,2011-05-06,79745,3894,O,AIRPORT,
300,AZ,789,2011-12-07,112673,3894,O,AIRPORT,
300,UA,3516,2011-04-26,112444,3894,O,AIRPORT,
300,LH,402,2011-05-16,103485,3894,O,AIRPORT,
300,DL,1984,2011-07-11,103169,3894,O,AIRPORT,
300,UA,3516,2010-12-07,103605,3894,O,AIRPORT,
300,LH,402,2011-06-13,105163,3894,O,AIRPORT,
300,DL,1984,2011-06-20,101643,3894,O,AIRPORT,
300,AZ,789,2011-11-09,111533,3894,O,AIRPORT,
300,UA,3516,2011-02-01,107237,3894,O,AIRPORT,
300,UA,3516,2011-03-01,108595,3894,O,AIRPORT,
300,LH,402,2011-08-15,109010,3894,O,AIRPORT,
300,DL,1984,2010-12-13,90192,3894,O,AIRPORT,
300,DL,1984,2010-12-13,90161,3894,O,AIRPORT,
300,AZ,789,2010-11-10,88721,3894,O,AIRPORT,
300,AZ,789,2010-11-03,88380,3894,O,AIRPORT,
300,UA,3516,2010-06-08,92177,3894,O,AIRPORT,
300,DL,1984,2011-02-21,94613,3894,O,AIRPORT,
300,LH,402,2011-02-14,97635,3894,O,AIRPORT,
300,AZ,789,2011-04-20,98939,3894,O,AIRPORT,
300,DL,1984,2011-05-02,98924,3894,O,AIRPORT,
300,AZ,790,2010-11-17,123623,3894,O,AIRPORT,
300,UA,3516,2011-10-18,124024,3894,O,AIRPORT,
300,UA,3516,2011-07-05,116561,3894,O,AIRPORT,
300,UA,3516,2011-05-31,114513,3894,O,AIRPORT,
300,LH,402,2011-10-31,114781,3894,O,AIRPORT,
300,LH,402,2011-10-24,114177,3894,O,AIRPORT,
300,AZ,790,2010-09-15,120998,3894,O,AIRPORT,
300,LH,454,2010-07-03,121110,3894,O,AIRPORT,
300,AZ,790,2010-07-28,118700,3894,O,AIRPORT,
300,AZ,791,2011-04-21,154439,3894,O,AIRPORT,
300,LH,455,2010-11-08,152975,3894,O,AIRPORT,
300,UA,3517,2011-03-14,148578,3894,O,AIRPORT,
300,LH,455,2010-06-14,147579,3894,O,AIRPORT,
300,LH,455,2010-06-07,147496,3894,O,AIRPORT,
300,LH,455,2010-05-31,147118,3894,O,AIRPORT,
300,UA,3517,2011-09-19,160588,3894,O,AIRPORT,
300,AZ,791,2011-12-15,162303,3894,O,AIRPORT,
300,AZ,791,2012-03-08,163051,3894,O,AIRPORT,
300,UA,3517,2011-10-17,162979,3894,O,AIRPORT,
300,AZ,791,2011-11-10,161626,3894,O,AIRPORT,
300,LH,455,2011-02-21,156608,3894,O,AIRPORT,
300,AZ,791,2011-05-19,155390,3894,O,AIRPORT,
300,AZ,791,2011-08-04,158035,3894,O,AIRPORT,
300,LH,455,2011-03-07,157012,3894,O,AIRPORT,
300,AZ,790,2011-08-10,135605,3894,O,AIRPORT,
300,LH,454,2011-02-19,131259,3894,O,AIRPORT,
300,LH,454,2011-02-05,130722,3894,O,AIRPORT,
300,LH,454,2011-04-09,133317,3894,O,AIRPORT,
300,AZ,790,2011-07-06,133877,3894,O,AIRPORT,
300,AZ,790,2011-07-06,133973,3894,O,AIRPORT,
300,AZ,791,2010-07-08,144280,3894,O,AIRPORT,
300,UA,3517,2010-12-20,143376,3894,O,AIRPORT,
300,LH,455,2010-05-10,146385,3894,O,AIRPORT,
300,UA,3517,2011-01-10,144756,3894,O,AIRPORT,
300,AZ,791,2010-07-15,144512,3894,O,AIRPORT,
300,AZ,791,2010-08-05,145205,3894,O,AIRPORT,
300,AZ,790,2011-11-16,139740,3894,O,AIRPORT,
300,AZ,790,2011-10-19,138493,3894,O,AIRPORT,
300,LH,454,2011-08-13,139061,3894,O,AIRPORT,
300,UA,3517,2012-01-02,165466,3894,O,AIRPORT,
300,LH,455,2011-09-28,164735,3894,O,AIRPORT,
300,LH,2462,2011-09-28,264676,3894,O,AIRPORT,
300,LH,2462,2011-09-28,264615,3894,O,AIRPORT,
300,LH,2462,2011-02-25,256778,3894,O,AIRPORT,
300,LH,2463,2010-10-30,274869,3894,O,AIRPORT,
300,LH,2463,2010-09-25,273547,3894,O,AIRPORT,
300,LH,2436,2010-11-13,236741,3894,O,AIRPORT,
300,LH,2436,2010-11-27,236961,3894,O,AIRPORT,
300,LH,2436,2010-06-19,233761,3894,O,AIRPORT,
300,LH,2415,2012-04-20,232443,3894,O,AIRPORT,
300,LH,2415,2011-12-09,231584,3894,O,AIRPORT,
300,LH,2462,2010-08-13,249818,3894,O,AIRPORT,
300,LH,2462,2010-08-13,249624,3894,O,AIRPORT,
300,LH,2462,2010-09-17,250912,3894,O,AIRPORT,
300,LH,2462,2010-07-09,248403,3894,O,AIRPORT,
300,LH,2436,2011-08-27,242613,3894,O,AIRPORT,
300,LH,3577,2010-06-19,292761,3894,O,AIRPORT,
300,LH,3577,2010-05-01,291026,3894,O,AIRPORT,
300,LH,2463,2011-09-28,287156,3894,O,AIRPORT,
300,LH,2463,2011-07-30,284489,3894,O,AIRPORT,
300,LH,3577,2011-03-05,302129,3894,O,AIRPORT,
300,LH,3577,2011-06-04,305460,3894,O,AIRPORT,
300,LH,3577,2011-01-22,300790,3894,O,AIRPORT,
300,LH,2407,2011-06-11,205547,3894,O,AIRPORT,
300,LH,2407,2011-07-09,206500,3894,O,AIRPORT,
300,LH,2407,2011-04-02,202948,3894,O,AIRPORT,
300,LH,2402,2011-10-01,187560,3894,O,AIRPORT,
300,LH,2402,2011-11-26,189486,3894,O,AIRPORT,
300,LH,2407,2010-09-11,195882,3894,O,AIRPORT,
300,LH,2407,2010-10-16,197136,3894,O,AIRPORT,
300,LH,2407,2011-07-30,207272,3894,O,AIRPORT,
300,LH,2407,2011-08-28,208663,3894,O,AIRPORT,
300,LH,2415,2010-05-21,214124,3894,O,AIRPORT,
300,LH,2402,2011-06-11,182944,3894,O,AIRPORT,
300,LH,2402,2010-07-31,171836,3894,O,AIRPORT,
300,LH,2402,2010-05-15,169142,3894,O,AIRPORT,
300,AA,17,2011-03-02,19936,160,O,AIRPORT,
300,QF,5,2011-03-11,20244,160,O,AIRPORT,
300,JL,407,2010-08-20,5416,160,O,AIRPORT,
300,LH,400,2010-05-22,2173,160,O,AIRPORT,
300,LH,400,2011-03-19,20716,160,O,AIRPORT,
300,QF,5,2011-03-25,21080,160,O,AIRPORT,
300,LH,400,2011-01-29,17836,160,O,AIRPORT,
300,DL,106,2011-01-17,16823,160,O,AIRPORT,
300,UA,7,2011-06-18,18676,160,O,AIRPORT,
300,UA,7,2011-07-02,19162,160,O,AIRPORT,
300,AZ,555,2011-02-16,18952,160,O,AIRPORT,
300,UA,941,2011-11-10,48686,160,O,AIRPORT,
300,UA,941,2011-10-06,47204,160,O,AIRPORT,
300,AZ,788,2010-10-05,48314,160,O,AIRPORT,
300,DL,1699,2010-10-11,47988,160,O,AIRPORT,
300,QF,5,2010-05-28,2297,160,O,AIRPORT,
300,LH,400,2010-05-29,2275,160,O,AIRPORT,
300,LH,400,2011-04-23,22793,160,O,AIRPORT,
300,AZ,555,2010-05-26,2191,160,O,AIRPORT,
300,QF,5,2010-07-16,5231,160,O,AIRPORT,
300,DL,106,2011-04-11,21826,160,O,AIRPORT,
300,LH,400,2011-05-07,23690,160,O,AIRPORT,
300,AA,17,2011-05-04,23769,160,O,AIRPORT,
300,JL,407,2011-09-30,23230,160,O,AIRPORT,
300,AA,17,2010-08-04,6913,160,O,AIRPORT,
300,DL,106,2010-10-18,11027,160,O,AIRPORT,
300,LH,400,2010-09-04,8700,160,O,AIRPORT,
300,DL,106,2010-12-20,14968,160,O,AIRPORT,
300,QF,5,2011-01-14,16629,160,O,AIRPORT,
300,QF,5,2011-01-14,16668,160,O,AIRPORT,
300,LH,400,2010-11-13,12774,160,O,AIRPORT,
300,UA,7,2011-01-15,11728,160,O,AIRPORT,
300,DL,106,2010-11-08,12286,160,O,AIRPORT,
300,JL,407,2011-02-11,13270,160,O,AIRPORT,
300,AZ,555,2010-11-17,13280,160,O,AIRPORT,
300,LH,400,2011-09-10,32125,160,O,AIRPORT,
300,JL,408,2010-09-11,32303,160,O,AIRPORT,
300,QF,5,2011-10-07,33247,160,O,AIRPORT,
300,AZ,555,2011-09-14,31971,160,O,AIRPORT,
300,AZ,555,2011-11-02,35251,160,O,AIRPORT,
300,QF,5,2011-11-11,35558,160,O,AIRPORT,
300,AZ,555,2011-10-19,34441,160,O,AIRPORT,
300,AA,17,2010-06-02,2667,160,O,AIRPORT,
300,QF,5,2011-07-08,27654,160,O,AIRPORT,
300,AA,17,2011-06-29,27352,160,O,AIRPORT,
300,JL,408,2010-04-24,27292,160,O,AIRPORT,
300,AZ,555,2011-06-29,27452,160,O,AIRPORT,
300,UA,7,2011-10-29,25282,160,O,AIRPORT,
300,DL,106,2011-06-06,25424,160,O,AIRPORT,
300,AA,17,2010-05-26,2598,160,O,AIRPORT,
300,QF,5,2011-08-12,29748,160,O,AIRPORT,
300,LH,400,2011-08-13,29669,160,O,AIRPORT,
300,AZ,555,2011-08-10,29790,160,O,AIRPORT,
300,JL,408,2010-07-17,30184,160,O,AIRPORT,
300,QF,5,2011-07-22,28357,160,O,AIRPORT,
300,QF,5,2011-07-22,28499,160,O,AIRPORT,
300,QF,5,2011-07-15,27977,160,O,AIRPORT,
300,AZ,555,2011-07-13,28196,160,O,AIRPORT,
300,UA,941,2010-05-20,28895,160,O,AIRPORT,
300,UA,941,2011-06-30,43320,160,O,AIRPORT,
300,AZ,788,2010-07-20,43716,160,O,AIRPORT,
300,UA,941,2011-05-12,41644,160,O,AIRPORT,
300,AA,26,2010-07-14,42393,160,O,AIRPORT,
300,DL,1699,2010-09-13,46190,160,O,AIRPORT,
300,QF,5,2010-07-02,4566,160,O,AIRPORT,
300,QF,6,2010-10-13,45840,160,O,AIRPORT,
300,AA,26,2010-10-27,46998,160,O,AIRPORT,
300,QF,6,2010-10-27,46390,160,O,AIRPORT,
300,DL,1699,2010-08-16,44552,160,O,AIRPORT,
300,AZ,788,2010-08-10,45163,160,O,AIRPORT,
300,AA,26,2010-05-05,39305,160,O,AIRPORT,
300,LH,401,2010-04-30,40178,160,O,AIRPORT,
300,LH,401,2011-03-18,60299,160,O,AIRPORT,
300,AA,26,2011-08-24,60590,160,O,AIRPORT,
300,LH,401,2011-02-11,57867,160,O,AIRPORT,
300,LH,401,2011-01-28,57101,160,O,AIRPORT,
300,LH,401,2011-02-04,57381,160,O,AIRPORT,
300,DL,1699,2011-04-04,59011,160,O,AIRPORT,
300,DL,1699,2011-03-28,58485,160,O,AIRPORT,
300,AZ,788,2011-06-07,63600,160,O,AIRPORT,
300,AZ,788,2011-06-21,64682,160,O,AIRPORT,
300,UA,3504,2010-10-29,62197,160,O,AIRPORT,
300,LH,401,2011-04-29,62910,160,O,AIRPORT,
300,UA,3504,2010-11-12,63125,160,O,AIRPORT,
300,UA,3504,2010-11-05,62507,160,O,AIRPORT,
300,AZ,788,2010-11-23,51574,160,O,AIRPORT,
300,UA,3504,2010-05-28,52573,160,O,AIRPORT,
300,AZ,788,2010-11-30,51909,160,O,AIRPORT,
300,DL,1699,2010-12-13,52140,160,O,AIRPORT,
300,DL,1699,2010-11-08,49822,160,O,AIRPORT,
300,AZ,788,2011-02-01,55942,160,O,AIRPORT,
300,LH,400,2010-05-01,568,160,O,AIRPORT,
300,AA,26,2011-03-16,53254,160,O,AIRPORT,
300,AZ,788,2011-01-11,54703,160,O,AIRPORT,
300,UA,3504,2010-07-02,54819,160,O,AIRPORT,
300,DL,1699,2011-01-17,54072,160,O,AIRPORT,
300,LH,401,2011-08-05,68775,160,O,AIRPORT,
300,AZ,788,2011-08-30,68840,160,O,AIRPORT,
300,UA,3504,2011-02-18,69086,160,O,AIRPORT,
300,AZ,788,2011-07-19,66139,160,O,AIRPORT,
300,LH,401,2011-06-24,66172,160,O,AIRPORT,
300,AZ,788,2011-08-09,67482,160,O,AIRPORT,
300,UA,3504,2011-01-28,67963,160,O,AIRPORT,
300,AZ,788,2011-08-16,68041,160,O,AIRPORT,
300,AA,64,2010-05-14,66899,160,O,AIRPORT,
300,UA,3504,2011-11-04,86040,160,O,AIRPORT,
300,UA,3504,2011-10-28,85900,160,O,AIRPORT,
